ticker,DropDate,Close,PctChange,Close+1M,Close+2M,Close+3M,Close+4M,Close+5M,Close+6M,Close+7M,Close+8M,Close+9M,Close+10M,Close+11M,Close+12M,Close+13M,Close+14M,Close+15M,Close+16M,Close+17M,Close+18M,Close+19M,Close+20M,Close+21M,Close+22M,Close+23M,Close+24M,Close+25M,Close+26M,Close+27M,Close+28M,Close+29M,Close+30M,Close+31M,Close+32M,Close+33M,Close+34M,Close+35M,Close+36M,Close+37M,Close+38M,Close+39M,Close+40M,Close+41M,Close+42M,Close+43M,Close+44M,Close+45M,Close+46M,Close+47M,Close+48M
DASH,2021-02-22,178.07,-13.55%,135.91000366210938,143.9600067138672,140.4600067138672,178.97999572753906,182.77999877929688,183.0800018310547,217.66000366210938,213.8300018310547,201.4600067138672,149.24000549316406,117.3499984741211,93.16999816894531,111.25,89.0,67.80999755859375,65.1500015258789,73.44999694824219,63.33000183105469,54.0,44.43000030517578,53.95000076293945,51.36000061035156,60.59000015258789,57.88999938964844,59.119998931884766,59.880001068115234,65.62999725341797,72.7699966430664,84.30999755859375,77.83999633789062,76.18000030517578,74.80999755859375,95.3499984741211,100.52999877929688,104.66000366210938,121.41000366210938,137.24000549316406,127.2699966430664,111.62999725341797,110.69999694824219,104.5,128.8000030517578,139.50999450683594,152.5399932861328,177.24000549316406,169.94000244140625,177.67999267578125,195.8699951171875
DASH,2021-03-08,133.41,-11.93%,128.13999938964844,120.44999694824219,136.75999450683594,178.55999755859375,183.14999389648438,200.9199981689453,204.4199981689453,193.14999389648438,168.92999267578125,133.4499969482422,100.51000213623047,85.01000213623047,106.41999816894531,64.18000030517578,73.79000091552734,74.95999908447266,75.54000091552734,59.33000183105469,47.709999084472656,54.529998779296875,54.0099983215332,48.04999923706055,62.380001068115234,58.20000076293945,61.58000183105469,66.7699966430664,69.97000122070312,77.61000061035156,84.62999725341797,82.16999816894531,76.08000183105469,87.30999755859375,100.0,98.5199966430664,118.30000305175781,131.8000030517578,137.42999267578125,113.0199966430664,112.25,109.04000091552734,124.76000213623047,124.61000061035156,143.3000030517578,171.39999389648438,175.63999938964844,173.72000122070312,192.6300048828125,177.86000061035156
DASH,2022-02-03,92.29,-11.4%,101.68000030517578,127.20999908447266,79.18000030517578,68.04000091552734,74.9000015258789,79.5,58.22999954223633,50.52000045776367,47.61000061035156,53.22999954223633,48.36000061035156,59.040000915527344,57.34000015258789,63.939998626708984,62.36000061035156,69.3499984741211,78.70999908447266,85.45999908447266,83.68000030517578,77.25,92.48999786376953,98.36000061035156,93.7699966430664,108.12000274658203,132.39999389648438,138.77999877929688,113.80999755859375,110.81999969482422,107.62000274658203,121.30000305175781,125.05000305175781,142.1199951171875,157.24000549316406,176.08999633789062,174.9600067138672,190.8000030517578,198.10000610351562,173.99000549316406,205.39999389648438,213.6999969482422,238.7899932861328,258.0199890136719,248.8300018310547,,,,,
DASH,2022-03-04,89.86,-11.62%,127.20999908447266,81.63999938964844,69.94999694824219,74.9000015258789,81.36000061035156,58.22999954223633,54.15999984741211,51.56999969482422,53.22999954223633,48.93000030517578,59.68000030517578,55.95000076293945,63.34000015258789,62.83000183105469,69.3499984741211,79.06999969482422,83.5999984741211,83.68000030517578,77.93000030517578,89.04000091552734,98.36000061035156,93.9000015258789,108.12000274658203,132.39999389648438,134.61000061035156,117.58999633789062,111.30000305175781,110.95999908447266,121.30000305175781,125.41999816894531,144.86000061035156,157.24000549316406,176.8800048828125,175.02000427246094,194.57000732421875,193.41000366210938,163.16000366210938,205.39999389648438,220.22999572753906,246.88999938964844,258.0199890136719,248.77999877929688,,,,,,
DASH,2022-03-07,79.86,-11.13%,110.91000366210938,64.18000030517578,69.93000030517578,76.0,75.54000091552734,59.119998931884766,49.38999938964844,52.099998474121094,53.619998931884766,48.04999923706055,60.02000045776367,58.15999984741211,61.58000183105469,66.7699966430664,70.1500015258789,77.94999694824219,84.36000061035156,82.0199966430664,76.08000183105469,88.91000366210938,98.97000122070312,98.5199966430664,114.33000183105469,133.1999969482422,137.42999267578125,115.55999755859375,113.2699966430664,109.04000091552734,121.48999786376953,124.61000061035156,142.0800018310547,170.58999633789062,175.63999938964844,170.0,195.5399932861328,178.0800018310547,166.3000030517578,176.99000549316406,217.49000549316406,246.88999938964844,270.989990234375,250.60000610351562,,,,,,
DASH,2022-03-14,76.06,-12.54%,109.30999755859375,65.79000091552734,58.459999084472656,69.33000183105469,77.76000213623047,64.52999877929688,43.060001373291016,62.02000045776367,58.5,54.470001220703125,61.61000061035156,56.9900016784668,61.720001220703125,66.19999694824219,71.5,83.95999908447266,79.88999938964844,82.9800033569336,76.41999816894531,93.69000244140625,101.76000213623047,104.0199966430664,120.01000213623047,132.5500030517578,132.89999389648438,114.68000030517578,112.05000305175781,105.6500015258789,126.93000030517578,130.8699951171875,150.02000427246094,173.8000030517578,179.5,169.3300018310547,213.3800048828125,183.5,181.85000610351562,196.83999633789062,221.72999572753906,242.85000610351562,247.44000244140625,258.0899963378906,,,,,,
ADBE,2020-03-16,286.03,-14.75%,342.70001220703125,367.9700012207031,411.6700134277344,426.2900085449219,451.5799865722656,476.0,502.82000732421875,460.95001220703125,489.8999938964844,456.5,501.6400146484375,450.5400085449219,525.0800170898438,482.739990234375,543.3300170898438,606.0999755859375,636.9400024414062,665.1099853515625,622.8300170898438,671.030029296875,566.0900268554688,513.3400268554688,477.70001220703125,442.3599853515625,425.4700012207031,402.8599853515625,365.0799865722656,375.2300109863281,447.55999755859375,299.5,293.5,338.4100036621094,338.5400085449219,344.3800048828125,365.1600036621094,353.2900085449219,377.9200134277344,345.1099853515625,495.17999267578125,522.0,514.489990234375,532.4199829101562,550.739990234375,602.0599975585938,599.1300048828125,597.6799926757812,546.6599731445312,513.8599853515625
DASH,2022-05-05,73.15,-10.4%,69.94999694824219,74.9000015258789,80.29000091552734,58.22999954223633,52.9900016784668,52.099998474121094,53.22999954223633,47.130001068115234,59.68000030517578,55.95000076293945,60.86000061035156,62.900001525878906,69.3499984741211,79.06999969482422,84.36000061035156,83.68000030517578,73.80999755859375,89.04000091552734,96.23500061035156,94.80999755859375,108.12000274658203,130.89999389648438,139.55999755859375,117.58999633789062,110.58000183105469,110.95999908447266,121.30000305175781,126.3499984741211,142.0800018310547,159.4600067138672,175.88999938964844,175.02000427246094,195.99000549316406,195.0800018310547,166.3000030517578,205.39999389648438,215.83999633789062,246.88999938964844,255.27999877929688,246.85000610351562,,,,,,,,
ADBE,2021-12-16,566.09,-10.19%,513.3400268554688,477.70001220703125,442.3599853515625,425.4700012207031,402.8599853515625,365.0799865722656,375.2300109863281,447.55999755859375,299.5,293.5,338.4100036621094,338.5400085449219,344.3800048828125,365.1600036621094,353.2900085449219,377.9200134277344,345.1099853515625,495.17999267578125,522.0,514.489990234375,532.4199829101562,550.739990234375,602.0599975585938,599.1300048828125,597.6799926757812,546.6599731445312,513.8599853515625,476.2200012207031,482.8800048828125,518.739990234375,566.5399780273438,553.4600219726562,521.5,502.5400085449219,499.510009765625,461.5299987792969,426.92999267578125,464.1099853515625,399.3399963378906,344.19000244140625,417.1300048828125,401.7300109863281,361.7699890136719,357.239990234375,352.7300109863281,,,
DASH,2022-05-09,64.18,-11.0%,68.6500015258789,71.31999969482422,73.02999877929688,64.30999755859375,47.709999084472656,53.25,55.27000045776367,48.04999923706055,61.849998474121094,55.279998779296875,61.58000183105469,67.30000305175781,71.77999877929688,77.61000061035156,82.37999725341797,83.29000091552734,76.08000183105469,84.52999877929688,101.5,103.05000305175781,119.30999755859375,128.77000427246094,136.77000427246094,116.16999816894531,112.25,108.94999694824219,123.80999755859375,124.61000061035156,142.64999389648438,174.9499969482422,175.63999938964844,170.1199951171875,192.6300048828125,177.86000061035156,188.5800018310547,183.52000427246094,217.49000549316406,246.05999755859375,256.0899963378906,256.5299987792969,,,,,,,,
